10,0.471470,0.367329
20,0.463744,0.371651
30,0.458477,0.375972
40,0.453584,0.394123
50,0.448828,0.421780
60,0.444176,0.442524
70,0.439640,0.452031
80,0.435242,0.469317
90,0.431004,0.482282
100,0.426943,0.491789
110,0.423069,0.509075
120,0.419389,0.519447
130,0.415906,0.531547
140,0.412614,0.543647
150,0.409510,0.553155
160,0.406584,0.565255
170,0.403827,0.572169
180,0.401229,0.577355
190,0.398779,0.583405
200,0.396468,0.588591
210,0.394284,0.593777
220,0.392220,0.596370
230,0.390265,0.598963
240,0.388412,0.602420
250,0.386654,0.608470
260,0.384982,0.611063
270,0.383391,0.611927
280,0.381874,0.615385
290,0.380427,0.617113
300,0.379045,0.617113
310,0.377722,0.620570
320,0.376456,0.617977
330,0.375241,0.619706
340,0.374076,0.621435
350,0.372955,0.618842
360,0.371878,0.616249
370,0.370841,0.617113
380,0.369841,0.616249
390,0.368876,0.617113
400,0.367946,0.617977
410,0.367046,0.618842
420,0.366176,0.616249
430,0.365334,0.618842
440,0.364519,0.619706
450,0.363729,0.622299
460,0.362962,0.623163
470,0.362219,0.624892
480,0.361497,0.624028
490,0.360795,0.624028
500,0.360113,0.625756
510,0.359450,0.626621
520,0.358804,0.629214
530,0.358175,0.630078
540,0.357562,0.630942
550,0.356965,0.630942
560,0.356382,0.631806
570,0.355814,0.635264
580,0.355259,0.636128
590,0.354718,0.636992
600,0.354189,0.636992
610,0.353671,0.638721
620,0.353166,0.637857
630,0.352671,0.641314
640,0.352188,0.643907
650,0.351714,0.644771
660,0.351251,0.646500
670,0.350797,0.646500
680,0.350352,0.648228
690,0.349916,0.648228
700,0.349489,0.649092
710,0.349070,0.650821
720,0.348659,0.650821
730,0.348256,0.651685
740,0.347861,0.651685
750,0.347472,0.653414
760,0.347091,0.656007
770,0.346717,0.655143
780,0.346349,0.655143
790,0.345988,0.656007
800,0.345633,0.656871
810,0.345284,0.658600
820,0.344941,0.659464
830,0.344603,0.661193
840,0.344271,0.662057
850,0.343945,0.662057
860,0.343623,0.662921
870,0.343307,0.664650
880,0.342996,0.664650
890,0.342690,0.665514
900,0.342388,0.666379
910,0.342091,0.666379
920,0.341798,0.664650
930,0.341510,0.666379
940,0.341226,0.666379
950,0.340946,0.668107
960,0.340670,0.668107
970,0.340398,0.668107
980,0.340130,0.668107
990,0.339866,0.669836
1000,0.339605,0.669836
1010,0.339348,0.669836
1020,0.339094,0.670700
1030,0.338844,0.671564
1040,0.338597,0.671564
1050,0.338354,0.670700
1060,0.338113,0.671564
1070,0.337876,0.672429
1080,0.337642,0.670700
1090,0.337411,0.670700
1100,0.337182,0.670700
1110,0.336957,0.672429
1120,0.336734,0.671564
1130,0.336514,0.672429
1140,0.336297,0.672429
1150,0.336082,0.673293
1160,0.335870,0.672429
1170,0.335661,0.673293
1180,0.335454,0.674157
1190,0.335249,0.674157
1200,0.335047,0.674157
1210,0.334847,0.675022
1220,0.334650,0.675886
1230,0.334454,0.677615
1240,0.334261,0.679343
1250,0.334070,0.679343
1260,0.333881,0.679343
1270,0.333695,0.681936
1280,0.333510,0.682800
1290,0.333327,0.683665
1300,0.333147,0.684529
1310,0.332968,0.686258
1320,0.332791,0.686258
1330,0.332616,0.685393
1340,0.332443,0.685393
1350,0.332272,0.687122
1360,0.332102,0.687122
1370,0.331934,0.687122
1380,0.331768,0.687986
1390,0.331604,0.687986
1400,0.331441,0.688850
1410,0.331280,0.689715
1420,0.331121,0.691443
1430,0.330963,0.693172
1440,0.330807,0.693172
1450,0.330652,0.694901
1460,0.330499,0.694036
1470,0.330347,0.696629
1480,0.330197,0.696629
1490,0.330048,0.697493
1500,0.329900,0.698358
1510,0.329754,0.699222
1520,0.329609,0.699222
1530,0.329466,0.699222
1540,0.329324,0.700086
1550,0.329183,0.700951
1560,0.329044,0.701815
1570,0.328906,0.701815
1580,0.328769,0.701815
1590,0.328633,0.701815
1600,0.328499,0.702679
1610,0.328366,0.702679
1620,0.328234,0.702679
1630,0.328103,0.702679
1640,0.327973,0.702679
1650,0.327844,0.701815
1660,0.327717,0.701815
1670,0.327591,0.701815
1680,0.327466,0.702679
1690,0.327341,0.701815
1700,0.327218,0.702679
1710,0.327096,0.703544
1720,0.326975,0.703544
1730,0.326855,0.703544
1740,0.326736,0.703544
1750,0.326618,0.703544
1760,0.326501,0.704408
1770,0.326385,0.703544
1780,0.326270,0.704408
1790,0.326156,0.705272
1800,0.326042,0.705272
1810,0.325930,0.705272
1820,0.325819,0.705272
1830,0.325708,0.705272
1840,0.325598,0.705272
1850,0.325489,0.705272
1860,0.325382,0.705272
1870,0.325275,0.705272
1880,0.325168,0.705272
1890,0.325063,0.705272
1900,0.324958,0.706137
1910,0.324854,0.707001
1920,0.324751,0.707001
1930,0.324649,0.707001
1940,0.324548,0.707001
1950,0.324447,0.707865
1960,0.324347,0.707865
1970,0.324248,0.707001
1980,0.324150,0.707001
1990,0.324052,0.707865
2000,0.323955,0.708729
2010,0.323859,0.708729
2020,0.323763,0.708729
2030,0.323669,0.708729
2040,0.323574,0.707865
2050,0.323481,0.707865
2060,0.323388,0.707001
2070,0.323296,0.707865
2080,0.323205,0.708729
2090,0.323114,0.708729
2100,0.323024,0.708729
2110,0.322934,0.708729
2120,0.322845,0.708729
2130,0.322757,0.708729
2140,0.322670,0.708729
2150,0.322583,0.708729
2160,0.322496,0.707865
2170,0.322410,0.707865
2180,0.322325,0.707865
2190,0.322241,0.708729
2200,0.322156,0.708729
2210,0.322073,0.708729
2220,0.321990,0.707865
2230,0.321908,0.708729
2240,0.321826,0.708729
2250,0.321745,0.708729
2260,0.321664,0.708729
2270,0.321584,0.709594
2280,0.321504,0.709594
2290,0.321425,0.709594
2300,0.321347,0.709594
2310,0.321269,0.709594
2320,0.321191,0.709594
2330,0.321114,0.710458
2340,0.321038,0.710458
2350,0.320961,0.710458
2360,0.320886,0.711322
2370,0.320811,0.711322
2380,0.320736,0.711322
2390,0.320662,0.711322
2400,0.320589,0.711322
2410,0.320516,0.711322
2420,0.320443,0.711322
2430,0.320371,0.711322
2440,0.320299,0.711322
2450,0.320228,0.711322
2460,0.320157,0.711322
2470,0.320086,0.711322
2480,0.320016,0.711322
2490,0.319947,0.711322
2500,0.319878,0.711322
2510,0.319809,0.712187
2520,0.319740,0.712187
2530,0.319673,0.712187
2540,0.319605,0.712187
2550,0.319538,0.713051
2560,0.319471,0.713051
2570,0.319405,0.713051
2580,0.319339,0.713051
2590,0.319274,0.713051
2600,0.319209,0.713051
2610,0.319144,0.712187
2620,0.319079,0.713051
2630,0.319016,0.713051
2640,0.318952,0.713051
2650,0.318889,0.713051
2660,0.318826,0.713051
2670,0.318764,0.714780
2680,0.318702,0.714780
2690,0.318640,0.715644
2700,0.318578,0.715644
2710,0.318517,0.715644
2720,0.318457,0.714780
2730,0.318397,0.714780
2740,0.318336,0.714780
2750,0.318277,0.714780
2760,0.318217,0.714780
2770,0.318158,0.714780
2780,0.318100,0.714780
2790,0.318042,0.715644
2800,0.317983,0.715644
2810,0.317926,0.716508
2820,0.317869,0.716508
2830,0.317812,0.716508
2840,0.317755,0.716508
2850,0.317698,0.716508
2860,0.317642,0.716508
2870,0.317586,0.716508
2880,0.317531,0.715644
2890,0.317476,0.715644
2900,0.317421,0.715644
2910,0.317366,0.715644
2920,0.317312,0.715644
2930,0.317258,0.715644
2940,0.317204,0.715644
2950,0.317151,0.716508
2960,0.317097,0.717373
2970,0.317045,0.717373
2980,0.316992,0.718237
2990,0.316940,0.717373
3000,0.316888,0.716508
3010,0.316836,0.716508
3020,0.316785,0.716508
3030,0.316733,0.716508
3040,0.316682,0.717373
3050,0.316631,0.718237
3060,0.316581,0.718237
3070,0.316531,0.718237
3080,0.316481,0.719101
3090,0.316431,0.719101
3100,0.316382,0.719965
3110,0.316333,0.719965
3120,0.316284,0.719101
3130,0.316235,0.719101
3140,0.316187,0.719101
3150,0.316139,0.719965
3160,0.316091,0.719965
3170,0.316043,0.719965
3180,0.315995,0.719965
3190,0.315948,0.719965
3200,0.315901,0.719965
3210,0.315855,0.719965
3220,0.315808,0.719965
3230,0.315762,0.719965
3240,0.315716,0.719965
3250,0.315670,0.719965
3260,0.315624,0.720830
3270,0.315579,0.721694
3280,0.315534,0.721694
3290,0.315489,0.721694
3300,0.315444,0.721694
3310,0.315400,0.721694
3320,0.315355,0.721694
3330,0.315311,0.722558
3340,0.315267,0.722558
3350,0.315224,0.722558
3360,0.315180,0.722558
3370,0.315137,0.722558
3380,0.315094,0.721694
3390,0.315051,0.720830
3400,0.315008,0.720830
3410,0.314966,0.720830
3420,0.314923,0.720830
3430,0.314881,0.720830
3440,0.314840,0.720830
3450,0.314798,0.720830
3460,0.314756,0.720830
3470,0.314715,0.720830
3480,0.314674,0.719965
3490,0.314633,0.719965
3500,0.314592,0.719965
3510,0.314552,0.719965
3520,0.314511,0.719965
3530,0.314471,0.719965
3540,0.314431,0.719965
3550,0.314391,0.719965
3560,0.314352,0.719965
3570,0.314312,0.719965
3580,0.314273,0.719965
3590,0.314234,0.720830
3600,0.314195,0.720830
3610,0.314156,0.721694
3620,0.314118,0.721694
3630,0.314079,0.721694
3640,0.314041,0.721694
3650,0.314003,0.721694
3660,0.313965,0.722558
3670,0.313927,0.724287
3680,0.313889,0.724287
3690,0.313852,0.724287
3700,0.313815,0.724287
3710,0.313778,0.726016
3720,0.313741,0.726880
3730,0.313704,0.726880
3740,0.313667,0.726880
3750,0.313631,0.726880
3760,0.313595,0.726880
3770,0.313558,0.727744
3780,0.313522,0.727744
3790,0.313487,0.727744
3800,0.313451,0.727744
3810,0.313415,0.726880
3820,0.313380,0.726880
3830,0.313345,0.726880
3840,0.313309,0.726880
3850,0.313275,0.726880
3860,0.313240,0.726880
3870,0.313205,0.726880
3880,0.313171,0.726880
3890,0.313136,0.727744
3900,0.313102,0.727744
3910,0.313068,0.727744
3920,0.313034,0.727744
3930,0.313000,0.727744
3940,0.312966,0.727744
3950,0.312933,0.727744
3960,0.312899,0.727744
3970,0.312866,0.727744
3980,0.312833,0.727744
3990,0.312800,0.727744
4000,0.312767,0.727744
4010,0.312734,0.726880
4020,0.312702,0.726880
4030,0.312669,0.726880
4040,0.312637,0.726880
4050,0.312605,0.726880
4060,0.312573,0.726880
4070,0.312540,0.726880
4080,0.312509,0.726880
4090,0.312477,0.726880
4100,0.312445,0.726880
4110,0.312414,0.726880
4120,0.312382,0.726880
4130,0.312351,0.726880
